Unnamed: 0,Name,ID,Overall,Attack,Midfield,Defence,Transfer budget,Club worth,Speed,Dribbling,Passing,Positioning,Crossing,Passing.1,Shooting,Positioning.1,Aggression,Pressure,Team width,Defender line,Domestic prestige,International prestige,Players,Starting XI average age,Unnamed: 25,href
,Germany,1337,85,84,85,85,€0,€0,Slow,Normal,Mixed,Organised,Normal,Safe,Little,Free form,Press,Medium,Normal,Cover,10,10,23,26.55,,https://sofifa.com/team/1337/germany/
,Spain,1362,85,84,86,85,€0,€0,Slow,Normal,Short,Organised,Little,Safe,Little,Free form,Press,High,Normal,Cover,10,9,23,26.36,,https://sofifa.com/team/1362/spain/
,Brazil,1370,85,86,83,85,€0,€0,Balanced,Lots,Mixed,Organised,Little,Normal,Lots,Organised,Double,High,Normal,Cover,10,10,23,26.73,,https://sofifa.com/team/1370/brazil/
,Belgium,1325,84,86,83,85,€0,€0,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Free form,Press,High,Normal,Cover,10,7,23,26.91,,https://sofifa.com/team/1325/belgium/
,France,1335,84,82,85,82,€0,€0,Balanced,Normal,Short,Organised,Normal,Safe,Normal,Organised,Press,Medium,Wide,Cover,10,9,23,24.36,,https://sofifa.com/team/1335/france/
,Italy,1343,83,85,81,85,€0,€0,Fast,Normal,Long,Organised,Lots,Normal,Lots,Organised,Contain,Deep,Narrow,Cover,10,9,23,26.55,,https://sofifa.com/team/1343/italy/
,England,1318,82,84,81,81,€0,€0,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,10,8,23,25.0,,https://sofifa.com/team/1318/england/
,Portugal,1354,82,85,82,80,€0,€0,Balanced,Lots,Mixed,Organised,Normal,Normal,Normal,Free form,Press,Medium,Normal,Cover,10,8,23,27.09,,https://sofifa.com/team/1354/portugal/
,Argentina,1369,82,87,80,80,€0,€0,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Free form,Press,High,Normal,Cover,10,9,23,28.0,,https://sofifa.com/team/1369/argentina/
,Uruguay,1377,81,86,76,79,€0,€0,Balanced,Normal,Mixed,Organised,Normal,Risky,Normal,Organised,Double,Medium,Normal,Cover,10,7,23,26.27,,https://sofifa.com/team/1377/uruguay/
,Netherlands,105035,80,79,80,80,€0,€0,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Free form,Press,Medium,Normal,Cover,10,8,23,23.82,,https://sofifa.com/team/105035/netherlands/
,Colombia,111109,79,81,77,78,€0,€0,Fast,Normal,Mixed,Organised,Normal,Risky,Lots,Organised,Press,Medium,Normal,Cover,10,7,23,26.64,,https://sofifa.com/team/111109/colombia/
,Russia,1357,78,80,78,76,€0,€0,Balanced,Lots,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,10,6,23,28.09,,https://sofifa.com/team/1357/russia/
,Switzerland,1364,78,74,77,78,€0,€0,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,10,5,23,26.64,,https://sofifa.com/team/1364/switzerland/
,Mexico,1386,78,79,79,75,€0,€0,Balanced,Normal,Mixed,Organised,Normal,Normal,Lots,Free form,Press,High,Normal,Cover,10,7,23,26.18,,https://sofifa.com/team/1386/mexico/
,Côte d'Ivoire,111112,77,76,78,77,€0,€0,Fast,Normal,Long,Organised,Normal,Risky,Lots,Organised,Double,Medium,Normal,Cover,10,6,23,24.73,,https://sofifa.com/team/111112/cote-divoire/
,Austria,1322,77,80,77,75,€0,€0,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Double,Medium,Normal,Cover,10,4,23,25.91,,https://sofifa.com/team/1322/austria/
,Denmark,1331,77,76,79,75,€0,€0,Balanced,Normal,Mixed,Organised,Normal,Risky,Normal,Organised,Press,Medium,Normal,Cover,10,5,23,26.45,,https://sofifa.com/team/1331/denmark/
,Poland,1353,77,82,76,75,€0,€0,Balanced,Normal,Mixed,Free form,Normal,Normal,Normal,Free form,Contain,Medium,Normal,Cover,10,5,23,27.0,,https://sofifa.com/team/1353/poland/
,Chile,111459,77,77,80,75,€0,€0,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Press,High,Normal,Cover,10,7,23,28.09,,https://sofifa.com/team/111459/chile/
,Greece,1338,76,78,74,77,€0,€0,Fast,Normal,Long,Organised,Lots,Risky,Lots,Organised,Contain,Deep,Narrow,Cover,10,6,23,28.09,,https://sofifa.com/team/1338/greece/
,Türkiye,1365,76,78,77,74,€0,€0,Balanced,Normal,Mixed,Organised,Normal,Safe,Normal,Organised,Press,Medium,Normal,Cover,10,6,23,24.91,,https://sofifa.com/team/1365/turkiye/
,Czechia,1330,75,75,74,73,€0,€0,Fast,Normal,Long,Organised,Normal,Risky,Normal,Organised,Double,High,Normal,Cover,10,5,23,25.09,,https://sofifa.com/team/1330/czechia/
,Republic of Ireland,1355,75,75,74,75,€0,€0,Balanced,Normal,Mixed,Organised,Normal,Safe,Lots,Organised,Press,High,Normal,Cover,10,5,23,27.64,,https://sofifa.com/team/1355/republic-of-ireland/
,Slovenia,1361,75,72,76,72,€0,€0,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Press,High,Normal,Cover,10,5,23,27.09,,https://sofifa.com/team/1361/slovenia/
,Sweden,1363,75,76,75,75,€0,€0,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,10,5,23,27.91,,https://sofifa.com/team/1363/sweden/
,Paraguay,1375,75,75,75,72,€0,€0,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,10,4,23,27.73,,https://sofifa.com/team/1375/paraguay/
,Norway,1352,74,74,74,73,€0,€0,Fast,Normal,Long,Organised,Normal,Risky,Normal,Organised,Press,Medium,Normal,Cover,10,4,23,24.73,,https://sofifa.com/team/1352/norway/
,Scotland,1359,74,75,74,74,€0,€0,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,10,4,23,26.18,,https://sofifa.com/team/1359/scotland/
,Wales,1367,74,82,71,77,€0,€0,Fast,Normal,Long,Organised,Normal,Normal,Lots,Organised,Press,Medium,Normal,Cover,10,4,23,27.82,,https://sofifa.com/team/1367/wales/
,United States,1387,74,72,73,74,€0,€0,Balanced,Normal,Mixed,Organised,Normal,Risky,Normal,Organised,Double,Medium,Normal,Cover,10,6,23,22.91,,https://sofifa.com/team/1387/united-states/
,Venezuela,111487,73,77,73,70,€0,€0,Fast,Normal,Long,Organised,Normal,Normal,Normal,Organised,Press,Deep,Narrow,Cover,10,2,23,23.82,,https://sofifa.com/team/111487/venezuela/
,Australia,1415,73,69,73,71,€0,€0,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Double,Medium,Normal,Cover,10,5,23,25.45,,https://sofifa.com/team/1415/australia/
,Peru,111108,72,73,73,72,€0,€0,Balanced,Normal,Mixed,Organised,Lots,Normal,Normal,Organised,Double,Medium,Wide,Cover,10,3,23,26.55,,https://sofifa.com/team/111108/peru/
,Saudi Arabia,111114,72,73,72,73,€0,€0,Fast,Lots,Mixed,Organised,Normal,Risky,Lots,Organised,Press,Medium,Normal,Cover,10,4,23,29.55,,https://sofifa.com/team/111114/saudi-arabia/
,Egypt,111130,72,68,75,71,€0,€0,Balanced,Normal,Mixed,Organised,Normal,Normal,Little,Organised,Press,Medium,Narrow,Cover,10,5,23,26.18,,https://sofifa.com/team/111130/egypt/
,Iceland,1341,72,73,74,69,€0,€0,Balanced,Normal,Mixed,Organised,Normal,Risky,Normal,Organised,Double,Medium,Normal,Cover,10,2,23,29.27,,https://sofifa.com/team/1341/iceland/
,Romania,1356,72,72,72,70,€0,€0,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,10,5,23,27.09,,https://sofifa.com/team/1356/romania/
,Ecuador,111465,72,70,71,73,€0,€0,Balanced,Lots,Mixed,Organised,Lots,Safe,Lots,Organised,Press,Medium,Normal,Cover,10,5,23,26.82,,https://sofifa.com/team/111465/ecuador/
,Cameroon,1395,72,77,74,69,€0,€0,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,10,5,23,25.45,,https://sofifa.com/team/1395/cameroon/
,Northern Ireland,110081,71,71,71,71,€0,€0,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,10,2,23,28.18,,https://sofifa.com/team/110081/northern-ireland/
,Hungary,1886,71,73,69,71,€0,€0,Fast,Normal,Mixed,Organised,Normal,Normal,Lots,Organised,Press,Medium,Normal,Cover,10,4,23,27.0,,https://sofifa.com/team/1886/hungary/
,South Africa,111099,71,72,70,70,€0,€0,Balanced,Normal,Mixed,Organised,Lots,Normal,Normal,Organised,Press,Deep,Normal,Cover,10,4,23,25.36,,https://sofifa.com/team/111099/south-africa/
,Bulgaria,1327,70,70,69,67,€0,€0,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,10,5,23,27.27,,https://sofifa.com/team/1327/bulgaria/
,Finland,1334,70,71,69,66,€0,€0,Balanced,Normal,Mixed,Organised,Normal,Normal,Lots,Organised,Contain,Deep,Narrow,Cover,10,3,23,23.82,,https://sofifa.com/team/1334/finland/
,Canada,111455,69,73,72,66,€0,€0,Fast,Normal,Long,Organised,Lots,Normal,Lots,Organised,Contain,Deep,Narrow,Cover,10,2,23,24.91,,https://sofifa.com/team/111455/canada/
,China PR,1413,69,67,68,68,€0,€0,Balanced,Normal,Mixed,Organised,Lots,Normal,Normal,Organised,Press,Medium,Normal,Cover,10,3,23,27.91,,https://sofifa.com/team/1413/china-pr/
,Bolivia,111451,67,75,66,66,€0,€0,Balanced,Normal,Mixed,Organised,Lots,Normal,Lots,Organised,Press,Medium,Wide,Cover,10,1,23,29.82,,https://sofifa.com/team/111451/bolivia/
,New Zealand,111473,66,71,65,64,€0,€0,Fast,Normal,Long,Organised,Normal,Risky,Lots,Organised,Double,High,Normal,Cover,10,2,23,25.18,,https://sofifa.com/team/111473/new-zealand/
,India,111466,60,62,58,58,€0,€0,Balanced,Normal,Mixed,Organised,Normal,Safe,Normal,Organised,Contain,Medium,Normal,Cover,10,1,23,25.73,,https://sofifa.com/team/111466/india/
